date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
2015-04-20,,"Phoenix, AZ",Current Employee,Current employee,0,"- Hard working leadership team (not typical corporate folks looking to play golf and not work)
- A lot of opportunity to develop and be recognized within
- Competitive compensation","- Start up atmosphere/environment where things change often. If you don't like change or you're not flexible - you would not like working here.
- Benefits are mediocre.",Provide quarterly financial goals/updates,4.0,5,3,4,3,5,,mark,mark
2015-04-15,Anonymous,,Former Employee,Regional Sales Director,0,Compensation and sales support resources,Account fulfillment and lack of culture,Better partnerships with local affiliates,3.0,3,2,4,5,3,,circle,line
2015-05-07,Anonymous,,"Former Employee, more than 1 year",Manager,6,Great co-workers and other managers. My boss was OK but he/she was not allowed to manage in the field/make deals on the fly.,Senior managers running division not responsive to backend problems such as fulfillment and getting campaigns up and running. Huge staff turnover and few AEs (maybe 50%) earning monthly commissions.,get better understanding of sales works - stop managing from an accountants perspective.,1.0,2,1,1,2,1,,cross,line
2015-05-05,,,Former Employee,G/O Digital is mediocre at best,7,"If you're looking to get a little experience, then it's an ok place to start. I just used it as a stepping stone to my next job.","Employees are just average, a little dimwitted
Leadership is not strong, typical big-company bureaucratic culture
The product they sell is mediocre (it's the low end of SEO services, akin to spam)
Pay is below market average",There's too much of Gannet in G/O Digital. You should focus on making the company less of a corporate machine and focus more on fostering innovation. You'll never be on the cutting edge of the industry with what you're doing now.,1.0,,,,,,,circle,circle
2015-03-14,,,Current Employee,"Harassment activity, discriminatory practices and very few minorities in key positions.",7,"The salaries are decent and the products are good, benefits are average, but money is not everything if they create impossible environments for employees to work in.",Limited support to getting answers to tough questions. They may switch the rules of the game after you accept the position. Beware if you are good at what you do and you leave your current position.,"Stop recruiting the best talent and then ruining them with no support. Internally, demotivating their spirits fabricating stories among upper level managers and sales teams. Be mindful of how you treat your employees. It does not hurt to answer tough questions for employees when they ask. Everything is not on the wiki. You are losing top talent and you need them to help you build G/O Digital. It is currently a revolving door and will continue if changes aren't made.",2.0,2,1,3,3,1,,cross,mark
2015-02-21,Social Media Specialist/Marketing Coordinator,"Phoenix, AZ","Former Employee, more than 3 years",A secure first job,0,there are a ton of creative people...working there is a lot like hanging out with good people from college. You also get a major brand on your resume (Gannett).,the pay isn't great and the raises barely keep up with inflation. Managers aren't well trained and don't have managerial qualities. It's a corporation disguised as a fun agency.,"take manager training, do 1:1s with your employees weekly, don't be afraid of ""the man""!",3.0,4,2,4,3,2,,cross,line
2015-01-22,,,Current Employee,Good company to grow with,0,"Positive attitude, good hours, location","Turnover rate high, management turnover high",,4.0,,,,,,,circle,circle
2015-01-04,Regional Account Manager,"Phoenix, AZ","Current Employee, more than 1 year",I have been there for over 1 year. Stay away if you have experience!!,7,Decent base pay. Start-up mentality. That's it,"Changes comp plan all the time, Very, Very, Very Poor back room assistance, your AM doesn't know how to communicate with your clients and very high turnover of clients and employees. Commission is terrible.",Remember who the customers relationship is with!!!!!,2.0,2,1,2,2,1,,cross,cross
2014-12-20,Digital Account Manager,"Phoenix, AZ","Current Employee, more than 1 year",Good for the first year and then things took a turn for the worst. Bad employee morale.,5,"Great flexibility, good pay and the overall work account management work is pretty enjoyable. Things in the beginning of g/o were pretty good.",Where do we start? Management has no idea how to manage and often times has or makes no real effort to figure out how to do things smarter and more efficient. Upper management is also out of touch with who they appoint to run the AM department leaving only employees to figure out why the morale is so dreadful. Look elsewhere if you are trying to find a fulfilling AM position because most of the current team is planning to leave as soon as possible.,"Speak with the lower level employees and start being ""real"" with us on different issues instead of using the same promises over and over again. Also blaming issues again and again on ""start up headaches"" doesn't work after the 10th time in a row. Do something positive for a change, you have smart people that you are losing FAST!",2.0,4,1,2,3,1,,cross,cross
2014-12-01,Regional Account Executive,"Minneapolis, MN","Former Employee, more than 1 year",Regional Account Executive,0,"G/O Digital offers great pay, with a very supportive management system. The expectations are within reach, and an overall great place to work.","Commission structure is up and down, research and development really needs work, and needs to have a local manager to help with questions and ongoing training.","Be more proactive locally, and also be more consistent with commission pay outs.",4.0,4,5,5,4,4,,mark,cross
2014-11-02,Regional Account Executive,"Seattle, WA","Current Employee, more than 1 year",Very good outside sales position,0,Salary and comp plan. Freedom and flexibility to own your schedule.,Saturated market with several competitors,,5.0,5,4,4,5,5,,mark,mark
2014-10-21,Senior Software Developer,"Phoenix, AZ","Current Employee, less than 1 year",Fast-paced software development in an SEO project,7,"Close-knit group, good team chemistry, going out to lunch together every day, no legacy technologies in use, current Microsoft development products, great computers to develop with","Close quarters work area with no windows and when one person gets sick the whole team gets sick. Very high turnover rate where either developers get sick the moment they see the complete mess that is their code-base (several stories of new hires resigning before their first day was done) or get frustrated with the lack of documentation/structure, or clash with management. In my time working there, 6 developers have quit (from a development team that numbers around 12 to 14 people).

So committed to 9-day sprints that important corners get cut and constructive criticism trends to get trivialized during the sprint retrospectives (a popular quote they've grown fond of is from LinkedIn founder/CEO ""first get it out and then get it right"" and perfectly reasonable requests for up-front business requirements, descriptions of tasks, or for the need to have a solid design phase prior to embarking on complicated coding tasks all got shot down).

Cowboy-coding at its finest: severely unstructured with no enforcement of coding standards or documentation, environment is extremely hostile to Entity Framework and the database administration department can be a bit anti-C# at times (seeing it as more of a pass-through between the Javascript framework implementing the MVC pattern and the database side implementing all of the business logic), not a good environment at all for C# development. 

An awkward mix of some technologies such as AngularJS front-end with ASP.NET server-side (they committed to it for so long they've accumulated a massive code-base, but are now deciding to rewrite in traditional ASP MVC with razor views but will probably lure an ASP MVC developer in the door without telling them they'll have to extract everything from a massive Angular code base)

Management can be a tad aloof, passive aggressive, and unwilling to give out encouragement on a job well done.","Be humble enough to admit you have some problems so you can get on the road to fixing them, not just trying to pump in fresh bodies.",2.0,3,4,4,3,1,,cross,line
2014-11-02,Regional Account Executive,,"Former Employee, less than 1 year",Run... Don't walk! If you are a serious sales consultant...,7,Can't think of any... not even one.,"1. Let's start with 'benefits' - There is ONE insurance plan to 'choose' from. Yes, you read that correctly. Not only do you have ZERO CHOICES for insurance plans, but they have the nerve to call the ONE option they give you, the 'choice' plan. It's as if they're purposefully being sarcastic with the name. Now... about this 'choice' plan: United Health Care with a a $1500 DEDUCTIBLE before ANYTHING is covered. Everything health related including a quick trip to the doc, is OUT OF POCKET UNTIL YOU have paid $1500 out of pocket. The monthly payment for '1' is around $220 and nearly $500 for a family. That means you have to spend approx $2500+ as an individual PLUS the initial $1500 PER YEAR, For each family member, they also have the same deductible; it is not combined. Now, after you have paid in the first $1500, from that point they pay 80/20. Same for each of your kids and spouse. Since generally it will take the average person all year to reach this, and likely you won't, basically you pay in all year to the tune of approx $2500 - $5000 in payments PLUS each persons deductible of $1500 EACH, only to RE-SET at the end of the 12 month period and again, you'll have to reach $1500 before even a basic doctor visit or simple prescription is covered. And they have the nerve to call this a 'benefit.' 

2. Utter confusion. My role was as an outside sales rep so once I sold a 'product' to an advertiser, it was then 'supposed' to then be managed by a so-called 'Account Manager.' If you are reading this posting, you are likely seeking a sales/business development role and can probably understand how if you are to build a nice clientele base that it is pretty important that once you make a sell to a client, that they stick around long term... otherwise, getting paid on a client for 1 or 2 months is pointless and not worth all of the time you put in up front to get them in the first place. Here's where the issues come into play... almost everything I ever sold churned right out the door once the so-called 'Account Manager' took over. These 'Account Managers' are nothing more than teenagers fresh out of college (if that) who literally do nothing but screw up on a regular basis... CONSISTENTLY. They are too young to be in 'Account Management' roles and are sold to be 'born and bred' on the internet which translates to nothing more than 'spent most of their entitled lives up this point chattering aimlessly about unimportant mindless dribble with their friends on the same platforms that small/medium business now advertise on' like Twitter, Facebook, and Instagram. How their being able to 'chat' on these platforms equates to being capable of leveraging these platforms strategically to grow some unsuspecting small business successfully, I have no idea. My very first sale, right out of the gate was a Deal Chicken deal.... no one knew what was going on... no one told me what to do... it was literally just feeling around in the dark and hoping I get it right. Luckily I figured it out but from there, every other sale I had in my limited time with this company, went badly from the beginning. The Account Mangers didn't respond to my calls, left me hang, went on vacations constantly, were always out of the office, couldn't answer questions accurately and on and on and on. It was like talking to an 18 year old about fractional reserve lending or something... they didn't 'get' it. It was painfully clear from the beginning that any clients I brought on board were going to be short runs and churn right away... I began looking for a job almost immediately after my 2nd sale and having the chance to go through the process and see what was 'under the hood' - I was mostly shocked at the fact that whoever was managing these yahoos still has a job. I mean, even one of the incidents I witnessed during my short run would have been grounds for 'firing' in all companies I've worked for in the past. It's just beyond irresponsible and incompetent how bad this team is... it's really that bad. The confusion caused by these inexperienced kids alone is enough to bring cause for a serious review.... I wasted far too much time trying to untangle messes this team made. 

3. The other big thing that had me running from this company is the upper management. They seem to think they have it all figured out but then make decisions that anyone could clearly see aren't in good business sense. If I were on the board of this company I would seriously consider firing all of them. Literally. They have been able to build what they have this far on the back of using the name 'USA Today' but that can only get them so far if their not going to do right by the clients they partner with... which brings me to my next point: 

4. The 'products' and teams managing them are laughable. I haven't seen any one sales rep yet that has had a long term client as a result of the fact that they simply don't get RESULTS for paying clients. They say they have teams that manage everything in-house yet the sales people are not allowed to interact with them at all... as far as we know they are little green men from outer-space. They have these irresponsible completely incompetent 'Account Managers' that stand between us and these illusory 'in-house' teams. Therefore, when something goes wrong... the only refuge is to babble back n forth with the 'Account Manager' until you just give up and let the account cancel and move on. They make it clear that this is business as usual for them and they make ZERO efforts to attempt to save a client who isn't happy. This makes it very difficult for a serious sales consultant to build a lucrative business. It also begs the question of whether or not these 'teams' are even in-house at all..... many have questioned whether or not they're even in the United States... 

5. Finally, the commission is a joke. Less than 5% if your on goal, which is around $40k/month. There is also no pay on renewals so there's no incentive for you to continue building the relationship with the client and grow the business. If/when they renew (which likely will never happen anyway so it's actually kind of a mute point), you get nothing. Zero. Nada. What a joke. 

6. This book has a beautiful cover but sadly, when you pull open the pages it's a completely different story... it's all smoke and mirrors and clients figure it out quickly and move on which leaves the sales execs in a constant state of stress and fire dousing. Not worth the pay and certainly not worth losing respect in your community with business owners who associate their bad experience with you in the end. Most of the reps I worked with are already gone or are searching for new jobs now... 

7. Finally, they hired more sales reps in my market than I was initially told. There were only supposed to be 2 of us... which was a lie. I've also heard that the manager has changed '3' times since I left... it's only been a couple of months... 

I do not recommend this company to any serious sales professionals. I recommend you RUN not walk... as titled.",Don't be so short-sighted.,1.0,1,1,1,1,1,,cross,cross
2014-09-22,Anonymous,,"Current Employee, more than 1 year",I have loved my ride at G/O so far and look forward to the future!,0,"Startup environment, strong Fortune 500 company backing, great team of people, lots of opportunity for career growth, growing company in a growing market.",If you don't like change you won't like G/O Digital. The goals are high and it takes hard work to achieve them.,Continue to invest in your employees.,5.0,4,4,5,4,5,,mark,mark
2014-09-29,Regional Account Executive,,"Former Employee, less than 1 year",No integrity and poor management,3,G/O is serving a field with a huge growth opportunity if business is done right.,"Management is terrible. I have never worked for worse managers in my entire life. There is no coaching or help. When you ask for help, you don't get it. When hired, was not able to meet any management in person until almost 2 months on the job--and they lived in the same city! Also, management applauds sales people when they intentionally deceive prospective clients. They lie about set up fees that don't exist in order to close sales. They have no closing tools because the company is so young and encourage people to lie to make up for it.","Focus on developing all team members. Train, equip and coach. Have integrity.",1.0,3,1,1,2,1,,cross,line
2014-08-19,Regional Account Executive,,"Former Employee, less than 1 year","Misled on product, price and commissions",11,I think they do a good job on the actual services they offer - but the price to merchants is about 100% higher than the competition.,"The company claims it wants Local business, but in actuality, quotas are based on wanting Regional size business. Also, be prepared if the managers do not like you - then you will be let go for not hitting quota (nevermind the fact no one hits quota)","take care of your people - its okay to demand the best, but you must also be the best to demand the best. If you are constantly beating up your employees, they will not respond positively. Help them achieve, and numbers will soar (assuming you get the pricing modules fixed)",2.0,4,1,1,4,1,,cross,cross
2014-09-13,,,Current Employee,"Run far, far away",6,"Free breakfast on Fridays, snacks on Thursdays, lax dress code, some of the underlings are intelligent and fun to work with.","This is the blind leading the blind. The managers have no business experience and have no use or understanding of effective processes. Turnover is exceptionally high as newly hired staff are given the bait and switch about growth opportunities. Pay is low, products are not on par with competitors and pricing is off for what is being offered. Communication doesn't exist within and across teams and the number and frequency of ridiculous, unnecessary meetings is astounding.",Hire some people who have an understanding of lean fundamentals and give them the authority to make changes. Stop running out good people who are knowledgeable and have good ideas just to keep pay low. Instill an importance on the client from above and let it trickle down (no one should ever be hearing 'oh it's just a client for this much per month').,1.0,1,1,1,1,1,,cross,cross
